compound_id	disease_id	compound_name	disease_name	n_trials
DB00317	DOID:5041	Gefitinib	esophageal cancer	9
DB00317	DOID:8850	Gefitinib	salivary gland cancer	2
DB00318	DOID:1595	Codeine	endogenous depression	1
DB00318	DOID:824	Codeine	periodontitis	1
DB00318	DOID:8398	Codeine	osteoarthritis	5
DB00319	DOID:2355	Piperacillin	anemia	1
DB00319	DOID:2531	Piperacillin	hematologic cancer	3
DB00320	DOID:6364	Dihydroergotamine	migraine	4
DB00321	DOID:1595	Amitriptyline	endogenous depression	4
DB00321	DOID:2531	Amitriptyline	hematologic cancer	1
DB00321	DOID:635	Amitriptyline	acquired immunodeficiency syndrome	1
DB00321	DOID:6364	Amitriptyline	migraine	7
DB00322	DOID:10534	Floxuridine	stomach cancer	8
DB00322	DOID:1612	Floxuridine	breast cancer	3
DB00322	DOID:1725	Floxuridine	peritoneum cancer	1
DB00322	DOID:1964	Floxuridine	fallopian tube cancer	1
DB00322	DOID:1993	Floxuridine	rectum cancer	2
DB00322	DOID:2394	Floxuridine	ovarian cancer	1
DB00322	DOID:3571	Floxuridine	liver cancer	9
DB00322	DOID:4606	Floxuridine	bile duct cancer	4
DB00322	DOID:5041	Floxuridine	esophageal cancer	2
DB00323	DOID:0050742	Tolcapone	nicotine dependence	1
DB00323	DOID:1192	Tolcapone	peripheral nervous system neoplasm	1
DB00323	DOID:1319	Tolcapone	brain cancer	1
DB00323	DOID:14330	Tolcapone	Parkinson's disease	1
DB00323	DOID:5419	Tolcapone	schizophrenia	1
DB00324	DOID:11555	Fluorometholone	Fuchs' endothelial dystrophy	1
DB00325	DOID:1024	Nitroprusside	leprosy	1
DB00325	DOID:10763	Nitroprusside	hypertension	1
DB00325	DOID:13223	Nitroprusside	uterine fibroid	1
DB00325	DOID:3393	Nitroprusside	coronary artery disease	3
DB00325	DOID:5419	Nitroprusside	schizophrenia	3
DB00325	DOID:9352	Nitroprusside	type 2 diabetes mellitus	1
DB00327	DOID:10283	Hydromorphone	prostate cancer	1
DB00327	DOID:1595	Hydromorphone	endogenous depression	1
DB00327	DOID:1964	Hydromorphone	fallopian tube cancer	1
DB00327	DOID:3083	Hydromorphone	chronic obstructive pulmonary disease	1
DB00327	DOID:4362	Hydromorphone	cervical cancer	1
DB00327	DOID:6364	Hydromorphone	migraine	1
DB00327	DOID:8398	Hydromorphone	osteoarthritis	3
DB00328	DOID:10652	Indomethacin	Alzheimer's disease	1
DB00328	DOID:11934	Indomethacin	head and neck cancer	1
DB00328	DOID:13189	Indomethacin	gout	2
DB00328	DOID:1612	Indomethacin	breast cancer	1
DB00328	DOID:1909	Indomethacin	melanoma	1
DB00328	DOID:1993	Indomethacin	rectum cancer	1
DB00328	DOID:2394	Indomethacin	ovarian cancer	1
DB00328	DOID:2841	Indomethacin	asthma	1
DB00328	DOID:4989	Indomethacin	pancreatitis	13
DB00328	DOID:5041	Indomethacin	esophageal cancer	1
DB00328	DOID:7147	Indomethacin	ankylosing spondylitis	1
DB00330	DOID:635	Ethambutol	acquired immunodeficiency syndrome	5
DB00330	DOID:9970	Ethambutol	obesity	1
DB00331	DOID:10283	Metformin	prostate cancer	19
DB00331	DOID:10652	Metformin	Alzheimer's disease	1
DB00331	DOID:10763	Metformin	hypertension	4
DB00331	DOID:10871	Metformin	age related macular degeneration	1
DB00331	DOID:11054	Metformin	urinary bladder cancer	2
DB00331	DOID:11612	Metformin	polycystic ovary syndrome	88
DB00331	DOID:11714	Metformin	gestational diabetes	26
DB00331	DOID:11934	Metformin	head and neck cancer	3
DB00331	DOID:12849	Metformin	autistic disorder	1
DB00331	DOID:1319	Metformin	brain cancer	3
DB00331	DOID:1324	Metformin	lung cancer	11
DB00331	DOID:14221	Metformin	metabolic syndrome X	21
DB00331	DOID:1612	Metformin	breast cancer	45
DB00331	DOID:1725	Metformin	peritoneum cancer	3
DB00331	DOID:1781	Metformin	thyroid cancer	1
DB00331	DOID:1793	Metformin	pancreatic cancer	11
DB00331	DOID:184	Metformin	bone cancer	1
DB00331	DOID:1909	Metformin	melanoma	4
DB00331	DOID:1936	Metformin	atherosclerosis	6
DB00331	DOID:1964	Metformin	fallopian tube cancer	1
DB00331	DOID:1993	Metformin	rectum cancer	2
DB00331	DOID:2394	Metformin	ovarian cancer	4
DB00331	DOID:2531	Metformin	hematologic cancer	6
DB00331	DOID:263	Metformin	kidney cancer	2
DB00331	DOID:2994	Metformin	germ cell cancer	2
DB00331	DOID:3070	Metformin	malignant glioma	1
DB00331	DOID:3083	Metformin	chronic obstructive pulmonary disease	1
DB00331	DOID:3312	Metformin	bipolar disorder	4
DB00331	DOID:3393	Metformin	coronary artery disease	13
DB00331	DOID:3571	Metformin	liver cancer	3
DB00331	DOID:363	Metformin	uterine cancer	6
DB00331	DOID:4159	Metformin	skin cancer	1
DB00331	DOID:4362	Metformin	cervical cancer	1
DB00331	DOID:4606	Metformin	bile duct cancer	1
DB00331	DOID:5041	Metformin	esophageal cancer	1
DB00331	DOID:5419	Metformin	schizophrenia	9
DB00331	DOID:635	Metformin	acquired immunodeficiency syndrome	2
DB00331	DOID:6364	Metformin	migraine	1
DB00331	DOID:7148	Metformin	rheumatoid arthritis	2
DB00331	DOID:824	Metformin	periodontitis	6
DB00331	DOID:8893	Metformin	psoriasis	1
DB00331	DOID:9008	Metformin	psoriatic arthritis	1
DB00331	DOID:9074	Metformin	systemic lupus erythematosus	1
DB00331	DOID:9206	Metformin	Barrett's esophagus	2
DB00331	DOID:9352	Metformin	type 2 diabetes mellitus	535
DB00331	DOID:9744	Metformin	type 1 diabetes mellitus	12
DB00331	DOID:9970	Metformin	obesity	8
DB00332	DOID:14330	Ipratropium bromide	Parkinson's disease	1
DB00332	DOID:2841	Ipratropium bromide	asthma	7
DB00332	DOID:3083	Ipratropium bromide	chronic obstructive pulmonary disease	54
DB00333	DOID:0050742	Methadone	nicotine dependence	1
DB00333	DOID:1094	Methadone	attention deficit hyperactivity disorder	1
DB00333	DOID:11476	Methadone	osteoporosis	1
DB00333	DOID:11934	Methadone	head and neck cancer	3
DB00333	DOID:1793	Methadone	pancreatic cancer	1
DB00333	DOID:2531	Methadone	hematologic cancer	1
DB00333	DOID:363	Methadone	uterine cancer	1
DB00333	DOID:5041	Methadone	esophageal cancer	1
DB00333	DOID:635	Methadone	acquired immunodeficiency syndrome	4
DB00334	DOID:0050741	Olanzapine	alcohol dependence	2
DB00334	DOID:10652	Olanzapine	Alzheimer's disease	2
DB00334	DOID:12849	Olanzapine	autistic disorder	2
DB00334	DOID:14221	Olanzapine	metabolic syndrome X	5
DB00334	DOID:1595	Olanzapine	endogenous depression	16
DB00334	DOID:2531	Olanzapine	hematologic cancer	1
DB00334	DOID:3312	Olanzapine	bipolar disorder	46
DB00334	DOID:332	Olanzapine	amyotrophic lateral sclerosis	1
DB00334	DOID:5419	Olanzapine	schizophrenia	128
DB00334	DOID:6364	Olanzapine	migraine	1
DB00334	DOID:9352	Olanzapine	type 2 diabetes mellitus	5
DB00335	DOID:10763	Atenolol	hypertension	19
DB00335	DOID:14221	Atenolol	metabolic syndrome X	2
DB00335	DOID:1936	Atenolol	atherosclerosis	2
DB00335	DOID:3393	Atenolol	coronary artery disease	2
DB00335	DOID:7693	Atenolol	abdominal aortic aneurysm	1
DB00335	DOID:9352	Atenolol	type 2 diabetes mellitus	1
DB00337	DOID:12306	Pimecrolimus	vitiligo	2
DB00337	DOID:3310	Pimecrolimus	atopic dermatitis	34
DB00337	DOID:3393	Pimecrolimus	coronary artery disease	2
DB00337	DOID:8893	Pimecrolimus	psoriasis	1
DB00337	DOID:9074	Pimecrolimus	systemic lupus erythematosus	2
DB00338	DOID:0050156	Omeprazole	idiopathic pulmonary fibrosis	1
DB00338	DOID:0060073	Omeprazole	lymphatic system cancer	1
DB00338	DOID:10283	Omeprazole	prostate cancer	1
DB00338	DOID:10534	Omeprazole	stomach cancer	2
DB00338	DOID:10652	Omeprazole	Alzheimer's disease	3
DB00338	DOID:10763	Omeprazole	hypertension	1
DB00338	DOID:11934	Omeprazole	head and neck cancer	2
DB00338	DOID:14330	Omeprazole	Parkinson's disease	1
DB00338	DOID:1612	Omeprazole	breast cancer	3
DB00338	DOID:1686	Omeprazole	glaucoma	1
DB00338	DOID:2355	Omeprazole	anemia	1
DB00338	DOID:2531	Omeprazole	hematologic cancer	3
DB00338	DOID:2841	Omeprazole	asthma	2
DB00338	DOID:3083	Omeprazole	chronic obstructive pulmonary disease	1
DB00338	DOID:3393	Omeprazole	coronary artery disease	8
DB00338	DOID:418	Omeprazole	systemic scleroderma	1
DB00338	DOID:4989	Omeprazole	pancreatitis	2
DB00338	DOID:5041	Omeprazole	esophageal cancer	2
DB00338	DOID:635	Omeprazole	acquired immunodeficiency syndrome	1
DB00338	DOID:7147	Omeprazole	ankylosing spondylitis	1
DB00338	DOID:7148	Omeprazole	rheumatoid arthritis	5
DB00338	DOID:8398	Omeprazole	osteoarthritis	1
DB00338	DOID:8577	Omeprazole	ulcerative colitis	1
DB00338	DOID:8778	Omeprazole	Crohn's disease	2
DB00338	DOID:8893	Omeprazole	psoriasis	2
DB00338	DOID:9206	Omeprazole	Barrett's esophagus	11
DB00338	DOID:9352	Omeprazole	type 2 diabetes mellitus	2
DB00338	DOID:9744	Omeprazole	type 1 diabetes mellitus	1
DB00338	DOID:9970	Omeprazole	obesity	1
DB00339	DOID:635	Pyrazinamide	acquired immunodeficiency syndrome	5
DB00341	DOID:2377	Cetirizine	multiple sclerosis	1
DB00341	DOID:2841	Cetirizine	asthma	1
DB00341	DOID:3310	Cetirizine	atopic dermatitis	3
DB00343	DOID:10763	Diltiazem	hypertension	4
DB00343	DOID:14221	Diltiazem	metabolic syndrome X	1
DB00343	DOID:1936	Diltiazem	atherosclerosis	1
DB00343	DOID:3393	Diltiazem	coronary artery disease	1
DB00346	DOID:2377	Alfuzosin	multiple sclerosis	1
DB00346	DOID:585	Alfuzosin	nephrolithiasis	3
DB00349	DOID:1826	Clobazam	epilepsy syndrome	8
DB00350	DOID:10763	Minoxidil	hypertension	1
DB00350	DOID:986	Minoxidil	alopecia areata	19
DB00351	DOID:11934	Megestrol acetate	head and neck cancer	1
DB00351	DOID:1319	Megestrol acetate	brain cancer	1
DB00351	DOID:1324	Megestrol acetate	lung cancer	2
DB00351	DOID:1612	Megestrol acetate	breast cancer	7
DB00351	DOID:1790	Megestrol acetate	malignant mesothelioma	1
DB00351	DOID:1793	Megestrol acetate	pancreatic cancer	1
DB00351	DOID:2531	Megestrol acetate	hematologic cancer	1
DB00351	DOID:3083	Megestrol acetate	chronic obstructive pulmonary disease	1
DB00351	DOID:3571	Megestrol acetate	liver cancer	1
DB00351	DOID:363	Megestrol acetate	uterine cancer	4
DB00351	DOID:5041	Megestrol acetate	esophageal cancer	1
DB00351	DOID:635	Megestrol acetate	acquired immunodeficiency syndrome	2
DB00352	DOID:0060073	Tioguanine	lymphatic system cancer	8
DB00352	DOID:1319	Tioguanine	brain cancer	2
DB00352	DOID:2531	Tioguanine	hematologic cancer	30
DB00352	DOID:3070	Tioguanine	malignant glioma	1
DB00356	DOID:1094	Chlorzoxazone	attention deficit hyperactivity disorder	1
DB00356	DOID:8398	Chlorzoxazone	osteoarthritis	1
DB00356	DOID:9352	Chlorzoxazone	type 2 diabetes mellitus	1
DB00357	DOID:10283	Aminoglutethimide	prostate cancer	1
DB00358	DOID:12365	Mefloquine	malaria	33
DB00358	DOID:1319	Mefloquine	brain cancer	1
DB00358	DOID:3070	Mefloquine	malignant glioma	1
DB00359	DOID:635	Sulfadiazine	acquired immunodeficiency syndrome	1
DB00361	DOID:0060073	Vinorelbine	lymphatic system cancer	4
DB00361	DOID:10283	Vinorelbine	prostate cancer	9
DB00361	DOID:10534	Vinorelbine	stomach cancer	1
DB00361	DOID:11054	Vinorelbine	urinary bladder cancer	1
DB00361	DOID:1115	Vinorelbine	sarcoma	3
DB00361	DOID:119	Vinorelbine	vaginal cancer	1
DB00361	DOID:1192	Vinorelbine	peripheral nervous system neoplasm	2
DB00361	DOID:11934	Vinorelbine	head and neck cancer	1
DB00361	DOID:1319	Vinorelbine	brain cancer	2
DB00361	DOID:1324	Vinorelbine	lung cancer	106
DB00361	DOID:1612	Vinorelbine	breast cancer	110
DB00361	DOID:1781	Vinorelbine	thyroid cancer	1
DB00361	DOID:1790	Vinorelbine	malignant mesothelioma	8
DB00361	DOID:1793	Vinorelbine	pancreatic cancer	2
DB00361	DOID:184	Vinorelbine	bone cancer	1
DB00361	DOID:1909	Vinorelbine	melanoma	2
DB00361	DOID:1993	Vinorelbine	rectum cancer	1
DB00361	DOID:2394	Vinorelbine	ovarian cancer	3
DB00361	DOID:2531	Vinorelbine	hematologic cancer	23
DB00361	DOID:263	Vinorelbine	kidney cancer	3
DB00361	DOID:2994	Vinorelbine	germ cell cancer	1
DB00361	DOID:3070	Vinorelbine	malignant glioma	2
DB00361	DOID:4045	Vinorelbine	muscle cancer	3
DB00361	DOID:4159	Vinorelbine	skin cancer	1
DB00361	DOID:4362	Vinorelbine	cervical cancer	5
DB00361	DOID:5041	Vinorelbine	esophageal cancer	2
DB00362	DOID:2531	Anidulafungin	hematologic cancer	1
DB00362	DOID:9970	Anidulafungin	obesity	2
DB00363	DOID:0050741	Clozapine	alcohol dependence	1
DB00363	DOID:14221	Clozapine	metabolic syndrome X	4
DB00363	DOID:14330	Clozapine	Parkinson's disease	1
DB00363	DOID:3312	Clozapine	bipolar disorder	5
DB00363	DOID:5419	Clozapine	schizophrenia	62
DB00364	DOID:11934	Sucralfate	head and neck cancer	1
DB00367	DOID:11476	Levonorgestrel	osteoporosis	1
DB00367	DOID:11714	Levonorgestrel	gestational diabetes	1
DB00367	DOID:1324	Levonorgestrel	lung cancer	1
DB00367	DOID:1612	Levonorgestrel	breast cancer	3
DB00367	DOID:1826	Levonorgestrel	epilepsy syndrome	1
DB00367	DOID:2394	Levonorgestrel	ovarian cancer	2
DB00367	DOID:3393	Levonorgestrel	coronary artery disease	2
DB00367	DOID:363	Levonorgestrel	uterine cancer	3
DB00367	DOID:635	Levonorgestrel	acquired immunodeficiency syndrome	1
DB00367	DOID:6364	Levonorgestrel	migraine	1
DB00367	DOID:9352	Levonorgestrel	type 2 diabetes mellitus	2
DB00367	DOID:9970	Levonorgestrel	obesity	1
DB00368	DOID:0050741	Norepinephrine	alcohol dependence	1
DB00368	DOID:10763	Norepinephrine	hypertension	2
DB00368	DOID:1094	Norepinephrine	attention deficit hyperactivity disorder	2
DB00368	DOID:11054	Norepinephrine	urinary bladder cancer	1
DB00368	DOID:11934	Norepinephrine	head and neck cancer	3
DB00368	DOID:13223	Norepinephrine	uterine fibroid	1
DB00368	DOID:14330	Norepinephrine	Parkinson's disease	6
DB00368	DOID:1595	Norepinephrine	endogenous depression	7
DB00368	DOID:3312	Norepinephrine	bipolar disorder	1
DB00368	DOID:3393	Norepinephrine	coronary artery disease	2
DB00368	DOID:3571	Norepinephrine	liver cancer	1
DB00368	DOID:4989	Norepinephrine	pancreatitis	1
DB00368	DOID:784	Norepinephrine	chronic kidney failure	1
DB00368	DOID:986	Norepinephrine	alopecia areata	1
DB00369	DOID:1115	Cidofovir	sarcoma	1
DB00369	DOID:2596	Cidofovir	larynx cancer	1
DB00369	DOID:4362	Cidofovir	cervical cancer	3
DB00369	DOID:635	Cidofovir	acquired immunodeficiency syndrome	3
DB00370	DOID:0050741	Mirtazapine	alcohol dependence	2
DB00370	DOID:10652	Mirtazapine	Alzheimer's disease	2
DB00370	DOID:12849	Mirtazapine	autistic disorder	1
DB00370	DOID:1324	Mirtazapine	lung cancer	1
DB00370	DOID:1595	Mirtazapine	endogenous depression	19
DB00370	DOID:1793	Mirtazapine	pancreatic cancer	1
DB00370	DOID:5419	Mirtazapine	schizophrenia	1
DB00373	DOID:10763	Timolol	hypertension	87
DB00373	DOID:10871	Timolol	age related macular degeneration	1
DB00373	DOID:1686	Timolol	glaucoma	139
DB00373	DOID:6364	Timolol	migraine	1
DB00373	DOID:9835	Timolol	refractive error	1
DB00374	DOID:0050156	Treprostinil	idiopathic pulmonary fibrosis	2
DB00374	DOID:10763	Treprostinil	hypertension	47
DB00374	DOID:3083	Treprostinil	chronic obstructive pulmonary disease	2
DB00374	DOID:418	Treprostinil	systemic scleroderma	5
DB00375	DOID:1936	Colestipol	atherosclerosis	1
DB00375	DOID:3393	Colestipol	coronary artery disease	1
DB00377	DOID:0060073	Palonosetron	lymphatic system cancer	1
DB00377	DOID:10534	Palonosetron	stomach cancer	1
DB00377	DOID:1115	Palonosetron	sarcoma	1
DB00377	DOID:11239	Palonosetron	appendix cancer	1
DB00377	DOID:1324	Palonosetron	lung cancer	1
DB00377	DOID:1612	Palonosetron	breast cancer	1
DB00377	DOID:1725	Palonosetron	peritoneum cancer	1
DB00377	DOID:1793	Palonosetron	pancreatic cancer	1
DB00377	DOID:1909	Palonosetron	melanoma	1
DB00377	DOID:2531	Palonosetron	hematologic cancer	4
DB00377	DOID:2596	Palonosetron	larynx cancer	1
DB00377	DOID:3070	Palonosetron	malignant glioma	1
DB00377	DOID:3121	Palonosetron	gallbladder cancer	1
DB00377	DOID:4606	Palonosetron	bile duct cancer	1
DB00378	DOID:13223	Dydrogesterone	uterine fibroid	1
DB00379	DOID:332	Mexiletine	amyotrophic lateral sclerosis	2
DB00379	DOID:635	Mexiletine	acquired immunodeficiency syndrome	1
DB00380	DOID:0060073	Dexrazoxane	lymphatic system cancer	3
DB00380	DOID:1115	Dexrazoxane	sarcoma	7
DB00380	DOID:1192	Dexrazoxane	peripheral nervous system neoplasm	2
DB00380	DOID:1612	Dexrazoxane	breast cancer	2
DB00380	DOID:184	Dexrazoxane	bone cancer	8
DB00380	DOID:2377	Dexrazoxane	multiple sclerosis	1
DB00380	DOID:2531	Dexrazoxane	hematologic cancer	8
DB00380	DOID:4045	Dexrazoxane	muscle cancer	3
DB00381	DOID:10763	Amlodipine	hypertension	191
DB00381	DOID:14221	Amlodipine	metabolic syndrome X	4
DB00381	DOID:1595	Amlodipine	endogenous depression	1
DB00381	DOID:1936	Amlodipine	atherosclerosis	2
DB00381	DOID:3393	Amlodipine	coronary artery disease	7
DB00381	DOID:4989	Amlodipine	pancreatitis	1
DB00381	DOID:7693	Amlodipine	abdominal aortic aneurysm	2
DB00381	DOID:784	Amlodipine	chronic kidney failure	1
DB00381	DOID:9352	Amlodipine	type 2 diabetes mellitus	8
DB00381	DOID:9744	Amlodipine	type 1 diabetes mellitus	1
DB00381	DOID:9970	Amlodipine	obesity	2
DB00385	DOID:11054	Valrubicin	urinary bladder cancer	2
DB00388	DOID:10763	Phenylephrine	hypertension	6
DB00388	DOID:13223	Phenylephrine	uterine fibroid	1
DB00388	DOID:1686	Phenylephrine	glaucoma	1
DB00388	DOID:9744	Phenylephrine	type 1 diabetes mellitus	1
DB00388	DOID:9835	Phenylephrine	refractive error	1
DB00390	DOID:10283	Digoxin	prostate cancer	1
DB00390	DOID:10652	Digoxin	Alzheimer's disease	1
DB00390	DOID:10763	Digoxin	hypertension	2
DB00390	DOID:1115	Digoxin	sarcoma	1
DB00390	DOID:1324	Digoxin	lung cancer	1
DB00390	DOID:1595	Digoxin	endogenous depression	1
DB00390	DOID:1612	Digoxin	breast cancer	3
DB00390	DOID:1909	Digoxin	melanoma	2
DB00390	DOID:3312	Digoxin	bipolar disorder	1
DB00390	DOID:7148	Digoxin	rheumatoid arthritis	2
DB00390	DOID:784	Digoxin	chronic kidney failure	1
DB00390	DOID:9352	Digoxin	type 2 diabetes mellitus	4
DB00391	DOID:1595	Sulpiride	endogenous depression	1
DB00391	DOID:5419	Sulpiride	schizophrenia	10
DB00393	DOID:10763	Nimodipine	hypertension	1
DB00393	DOID:10941	Nimodipine	intracranial aneurysm	1
DB00393	DOID:11612	Nimodipine	polycystic ovary syndrome	1
DB00393	DOID:1595	Nimodipine	endogenous depression	1
DB00394	DOID:0050156	Beclomethasone	idiopathic pulmonary fibrosis	1
DB00394	DOID:0060073	Beclomethasone	lymphatic system cancer	1
DB00394	DOID:1192	Beclomethasone	peripheral nervous system neoplasm	1
DB00394	DOID:2531	Beclomethasone	hematologic cancer	2
DB00394	DOID:2841	Beclomethasone	asthma	38
DB00394	DOID:2994	Beclomethasone	germ cell cancer	1
DB00394	DOID:2998	Beclomethasone	testicular cancer	1
DB00394	DOID:3083	Beclomethasone	chronic obstructive pulmonary disease	17
DB00394	DOID:9970	Beclomethasone	obesity	1
DB00395	DOID:3310	Carisoprodol	atopic dermatitis	1
DB00396	DOID:0050741	Progesterone	alcohol dependence	1
DB00396	DOID:0050742	Progesterone	nicotine dependence	4
DB00396	DOID:10763	Progesterone	hypertension	3
DB00396	DOID:11476	Progesterone	osteoporosis	1
DB00396	DOID:11612	Progesterone	polycystic ovary syndrome	11
DB00396	DOID:13223	Progesterone	uterine fibroid	3
DB00396	DOID:1595	Progesterone	endogenous depression	2
DB00396	DOID:1612	Progesterone	breast cancer	14
DB00396	DOID:1826	Progesterone	epilepsy syndrome	1
DB00396	DOID:3312	Progesterone	bipolar disorder	1
DB00396	DOID:3393	Progesterone	coronary artery disease	1
DB00396	DOID:4045	Progesterone	muscle cancer	1
DB00396	DOID:9970	Progesterone	obesity	1
DB00397	DOID:2841	Phenylpropanolamine	asthma	1
DB00398	DOID:0060073	Sorafenib	lymphatic system cancer	4
DB00398	DOID:10283	Sorafenib	prostate cancer	11
DB00398	DOID:10534	Sorafenib	stomach cancer	7
DB00398	DOID:10763	Sorafenib	hypertension	2
DB00398	DOID:11054	Sorafenib	urinary bladder cancer	6
DB00398	DOID:1115	Sorafenib	sarcoma	15
DB00398	DOID:11819	Sorafenib	ureter cancer	2
DB00398	DOID:1192	Sorafenib	peripheral nervous system neoplasm	7
DB00398	DOID:11934	Sorafenib	head and neck cancer	7
DB00398	DOID:1319	Sorafenib	brain cancer	8
DB00398	DOID:1324	Sorafenib	lung cancer	37
DB00398	DOID:1612	Sorafenib	breast cancer	40
DB00398	DOID:1725	Sorafenib	peritoneum cancer	3
DB00398	DOID:1781	Sorafenib	thyroid cancer	16
DB00398	DOID:1790	Sorafenib	malignant mesothelioma	3
DB00398	DOID:1793	Sorafenib	pancreatic cancer	14
DB00398	DOID:184	Sorafenib	bone cancer	4
DB00398	DOID:1909	Sorafenib	melanoma	27
DB00398	DOID:1964	Sorafenib	fallopian tube cancer	3
DB00398	DOID:1993	Sorafenib	rectum cancer	4
DB00398	DOID:2174	Sorafenib	ocular cancer	3
DB00398	DOID:2394	Sorafenib	ovarian cancer	9
DB00398	DOID:2531	Sorafenib	hematologic cancer	39
DB00398	DOID:2596	Sorafenib	larynx cancer	3
DB00398	DOID:263	Sorafenib	kidney cancer	92
DB00398	DOID:2998	Sorafenib	testicular cancer	1
DB00398	DOID:3070	Sorafenib	malignant glioma	13
DB00398	DOID:3121	Sorafenib	gallbladder cancer	3
DB00398	DOID:3571	Sorafenib	liver cancer	192
DB00398	DOID:363	Sorafenib	uterine cancer	2
DB00398	DOID:3953	Sorafenib	adrenal gland cancer	1
DB00398	DOID:4045	Sorafenib	muscle cancer	5
DB00398	DOID:4362	Sorafenib	cervical cancer	1
DB00398	DOID:4606	Sorafenib	bile duct cancer	5
DB00398	DOID:5041	Sorafenib	esophageal cancer	5
DB00398	DOID:8850	Sorafenib	salivary gland cancer	4
DB00398	DOID:9206	Sorafenib	Barrett's esophagus	1
DB00399	DOID:0060073	Zoledronate	lymphatic system cancer	2
DB00399	DOID:10283	Zoledronate	prostate cancer	50
DB00399	DOID:1115	Zoledronate	sarcoma	1
DB00399	DOID:11476	Zoledronate	osteoporosis	47
DB00399	DOID:1192	Zoledronate	peripheral nervous system neoplasm	4
DB00399	DOID:1319	Zoledronate	brain cancer	2
DB00399	DOID:1324	Zoledronate	lung cancer	12
DB00399	DOID:1612	Zoledronate	breast cancer	65
DB00399	DOID:1790	Zoledronate	malignant mesothelioma	1
DB00399	DOID:1793	Zoledronate	pancreatic cancer	1
DB00399	DOID:184	Zoledronate	bone cancer	29
DB00399	DOID:2377	Zoledronate	multiple sclerosis	1
DB00399	DOID:2394	Zoledronate	ovarian cancer	1
DB00399	DOID:2531	Zoledronate	hematologic cancer	36
DB00399	DOID:263	Zoledronate	kidney cancer	4
DB00399	DOID:3571	Zoledronate	liver cancer	1
DB00399	DOID:4045	Zoledronate	muscle cancer	1
DB00399	DOID:4362	Zoledronate	cervical cancer	2
DB00399	DOID:5041	Zoledronate	esophageal cancer	1
DB00399	DOID:5408	Zoledronate	Paget's disease of bone	5
DB00399	DOID:7148	Zoledronate	rheumatoid arthritis	1
DB00399	DOID:8398	Zoledronate	osteoarthritis	1
DB00399	DOID:8778	Zoledronate	Crohn's disease	1
DB00404	DOID:10652	Alprazolam	Alzheimer's disease	1
DB00404	DOID:1826	Alprazolam	epilepsy syndrome	1
DB00404	DOID:594	Alprazolam	panic disorder	8
DB00404	DOID:9744	Alprazolam	type 1 diabetes mellitus	1
DB00408	DOID:2841	Loxapine	asthma	1
DB00408	DOID:3083	Loxapine	chronic obstructive pulmonary disease	1
DB00408	DOID:5419	Loxapine	schizophrenia	2
DB00408	DOID:6364	Loxapine	migraine	2
DB00410	DOID:3310	Mupirocin	atopic dermatitis	1
DB00410	DOID:635	Mupirocin	acquired immunodeficiency syndrome	1
DB00410	DOID:784	Mupirocin	chronic kidney failure	2
DB00412	DOID:10283	Rosiglitazone	prostate cancer	1
DB00412	DOID:10652	Rosiglitazone	Alzheimer's disease	14
DB00412	DOID:10763	Rosiglitazone	hypertension	3
DB00412	DOID:11054	Rosiglitazone	urinary bladder cancer	1
DB00412	DOID:11612	Rosiglitazone	polycystic ovary syndrome	2
DB00412	DOID:11934	Rosiglitazone	head and neck cancer	1
DB00412	DOID:12365	Rosiglitazone	malaria	3
DB00412	DOID:12930	Rosiglitazone	dilated cardiomyopathy	1
DB00412	DOID:1312	Rosiglitazone	focal segmental glomerulosclerosis	1
DB00412	DOID:14221	Rosiglitazone	metabolic syndrome X	11
DB00412	DOID:1612	Rosiglitazone	breast cancer	2
DB00412	DOID:1781	Rosiglitazone	thyroid cancer	2
DB00412	DOID:1936	Rosiglitazone	atherosclerosis	7
DB00412	DOID:2531	Rosiglitazone	hematologic cancer	1
DB00412	DOID:263	Rosiglitazone	kidney cancer	1
DB00412	DOID:3312	Rosiglitazone	bipolar disorder	1
DB00412	DOID:3393	Rosiglitazone	coronary artery disease	4
DB00412	DOID:5419	Rosiglitazone	schizophrenia	1
DB00412	DOID:7148	Rosiglitazone	rheumatoid arthritis	1
DB00412	DOID:8577	Rosiglitazone	ulcerative colitis	2
DB00412	DOID:9352	Rosiglitazone	type 2 diabetes mellitus	83
DB00412	DOID:9744	Rosiglitazone	type 1 diabetes mellitus	1
DB00413	DOID:0050425	Pramipexole	restless legs syndrome	22
DB00413	DOID:10652	Pramipexole	Alzheimer's disease	1
DB00413	DOID:11119	Pramipexole	Gilles de la Tourette syndrome	2
DB00413	DOID:14330	Pramipexole	Parkinson's disease	43
DB00413	DOID:1595	Pramipexole	endogenous depression	4
DB00413	DOID:3312	Pramipexole	bipolar disorder	4
DB00413	DOID:332	Pramipexole	amyotrophic lateral sclerosis	12
DB00413	DOID:5419	Pramipexole	schizophrenia	1
DB00415	DOID:1612	Ampicillin	breast cancer	1
DB00415	DOID:585	Ampicillin	nephrolithiasis	1
DB00421	DOID:0050741	Spironolactone	alcohol dependence	1
DB00421	DOID:10763	Spironolactone	hypertension	25
DB00421	DOID:11612	Spironolactone	polycystic ovary syndrome	5
DB00421	DOID:12930	Spironolactone	dilated cardiomyopathy	1
DB00421	DOID:14221	Spironolactone	metabolic syndrome X	1
DB00421	DOID:1595	Spironolactone	endogenous depression	1
