nct_id	compound_id	compound_name	disease_id	disease_name
NCT00361218	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00367341	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00368862	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00369746	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00384436	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00387348	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00404755	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00406640	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00415142	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00419471	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00420004	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00423969	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00432614	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00442481	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00452543	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00464711	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00488670	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00517764	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00519428	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00531622	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00536172	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00562861	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00566202	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00590863	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00595699	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00602290	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00610506	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00620789	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00621946	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00628914	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00642694	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00643162	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00650897	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00655057	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00668525	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00672659	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00692445	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00693849	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00697268	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00702598	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00703742	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00754793	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00754936	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00774813	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00785434	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00807248	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00810069	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00812994	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00813735	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00822744	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00824044	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00826111	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00833469	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00837564	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00866593	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00872027	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00896441	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00917059	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00918684	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00926835	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00930293	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00931775	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00953745	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00955474	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00965497	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00971815	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00977353	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00985504	DB00215	Citalopram	DOID:1595	endogenous depression
NCT00993876	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01020799	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01032018	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01034995	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01082237	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01109030	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01111539	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01111552	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01111565	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01123707	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01148472	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01189812	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01198795	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01219686	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01244724	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01254305	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01278498	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01305707	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01309776	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01312922	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01364649	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01368068	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01368432	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01369095	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01369290	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01424111	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01424384	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01436643	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01473381	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01477203	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01479829	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01483053	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01527474	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01541475	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01557946	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01594866	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01598324	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01628783	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01655706	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01725048	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01728194	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01741142	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01742832	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01764867	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01787240	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01814085	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01814098	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01870843	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01876823	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01894815	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01896349	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01902004	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01919216	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01931202	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01997580	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02028026	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02082392	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02132286	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02137369	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02191397	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02269540	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02272517	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02330068	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02332291	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02389465	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02417064	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02418585	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02422186	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02428439	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02469545	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02480400	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02493868	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02497287	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02579343	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02620150	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02674529	DB00215	Citalopram	DOID:1595	endogenous depression
NCT02711215	DB00215	Citalopram	DOID:1595	endogenous depression
NCT01460407	DB01211	Clarithromycin	DOID:1595	endogenous depression
NCT01305707	DB01242	Clomipramine	DOID:1595	endogenous depression
NCT01896349	DB01242	Clomipramine	DOID:1595	endogenous depression
NCT01179009	DB00575	Clonidine	DOID:1595	endogenous depression
NCT01263093	DB00758	Clopidogrel	DOID:1595	endogenous depression
NCT01305707	DB00628	Clorazepate	DOID:1595	endogenous depression
NCT00456898	DB00318	Codeine	DOID:1595	endogenous depression
NCT00408031	DB00260	Cycloserine	DOID:1595	endogenous depression
NCT00869765	DB00260	Cycloserine	DOID:1595	endogenous depression
NCT00715559	DB00847	Cysteamine	DOID:1595	endogenous depression
NCT00000376	DB01151	Desipramine	DOID:1595	endogenous depression
NCT00166114	DB01151	Desipramine	DOID:1595	endogenous depression
NCT00265291	DB01151	Desipramine	DOID:1595	endogenous depression
NCT00320632	DB01151	Desipramine	DOID:1595	endogenous depression
NCT00338962	DB01151	Desipramine	DOID:1595	endogenous depression
NCT00366652	DB01151	Desipramine	DOID:1595	endogenous depression
NCT00296686	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT00905424	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT00985725	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01051440	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01093963	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01131559	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01148979	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01435759	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01436149	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01436162	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01436175	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01478113	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01863459	DB01576	Dextroamphetamine	DOID:1595	endogenous depression
NCT01882829	DB00514	Dextromethorphan	DOID:1595	endogenous depression
NCT02153502	DB00514	Dextromethorphan	DOID:1595	endogenous depression
NCT01305707	DB00829	Diazepam	DOID:1595	endogenous depression
NCT02049385	DB01119	Diazoxide	DOID:1595	endogenous depression
NCT01266590	DB00390	Digoxin	DOID:1595	endogenous depression
NCT02476058	DB01075	Diphenhydramine	DOID:1595	endogenous depression
NCT00177671	DB00843	Donepezil	DOID:1595	endogenous depression
NCT01658228	DB00843	Donepezil	DOID:1595	endogenous depression
NCT00116077	DB00988	Dopamine	DOID:1595	endogenous depression
NCT00335205	DB00988	Dopamine	DOID:1595	endogenous depression
NCT01153802	DB00988	Dopamine	DOID:1595	endogenous depression
NCT01659814	DB00988	Dopamine	DOID:1595	endogenous depression
NCT02744391	DB00988	Dopamine	DOID:1595	endogenous depression
NCT00633360	DB01395	Drospirenone	DOID:1595	endogenous depression
NCT00059228	DB00783	Estradiol	DOID:1595	endogenous depression
NCT00744328	DB00783	Estradiol	DOID:1595	endogenous depression
NCT01308814	DB00783	Estradiol	DOID:1595	endogenous depression
NCT01762943	DB00783	Estradiol	DOID:1595	endogenous depression
NCT02210702	DB00783	Estradiol	DOID:1595	endogenous depression
NCT02255175	DB00783	Estradiol	DOID:1595	endogenous depression
NCT00369746	DB00898	Ethanol	DOID:1595	endogenous depression
NCT00851669	DB00898	Ethanol	DOID:1595	endogenous depression
NCT01380691	DB00898	Ethanol	DOID:1595	endogenous depression
NCT02122562	DB00898	Ethanol	DOID:1595	endogenous depression
NCT00633360	DB00977	Ethinyl Estradiol	DOID:1595	endogenous depression
NCT02210702	DB00977	Ethinyl Estradiol	DOID:1595	endogenous depression
NCT02066077	DB00292	Etomidate	DOID:1595	endogenous depression
NCT02149836	DB04953	Ezogabine	DOID:1595	endogenous depression
NCT00005015	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00006286	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00018174	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00018902	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00035321	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00118404	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00149643	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00183664	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00188942	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00208897	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00247624	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00265291	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00296725	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00449007	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00557427	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00573547	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00578669	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00626340	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00714779	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00844857	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00849693	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00849901	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00909155	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00958204	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00958568	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01022632	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01075529	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01119430	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01174394	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01185977	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01204086	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01243957	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01254305	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01305707	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01360190	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01372150	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01436643	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01479920	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01545843	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01635218	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01687478	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01699490	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01740726	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01764867	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01802437	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01808612	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01808651	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01824433	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT01896349	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02017535	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02238977	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02372799	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02428439	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02431806	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02472613	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02709655	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT02709746	DB00472	Fluoxetine	DOID:1595	endogenous depression
NCT00353028	DB00176	Fluvoxamine	DOID:1595	endogenous depression
NCT01764867	DB00176	Fluvoxamine	DOID:1595	endogenous depression
NCT01896349	DB00176	Fluvoxamine	DOID:1595	endogenous depression
NCT02016261	DB00176	Fluvoxamine	DOID:1595	endogenous depression
NCT00214682	DB00158	Folic Acid	DOID:1595	endogenous depression
NCT00514410	DB00158	Folic Acid	DOID:1595	endogenous depression
NCT01672372	DB00158	Folic Acid	DOID:1595	endogenous depression
NCT00034944	DB06717	Fosaprepitant	DOID:1595	endogenous depression
NCT00035009	DB06717	Fosaprepitant	DOID:1595	endogenous depression
NCT00035295	DB06717	Fosaprepitant	DOID:1595	endogenous depression
NCT00042029	DB06717	Fosaprepitant	DOID:1595	endogenous depression
NCT00423969	DB00674	Galantamine	DOID:1595	endogenous depression
NCT00566735	DB00674	Galantamine	DOID:1595	endogenous depression
NCT02484456	DB00145	Glycine	DOID:1595	endogenous depression
NCT02661789	DB00014	Goserelin	DOID:1595	endogenous depression
NCT01316926	DB01218	Halofantrine	DOID:1595	endogenous depression
NCT01339247	DB01218	Halofantrine	DOID:1595	endogenous depression
NCT00186264	DB00741	Hydrocortisone	DOID:1595	endogenous depression
NCT01710202	DB00741	Hydrocortisone	DOID:1595	endogenous depression
NCT01784991	DB00327	Hydromorphone	DOID:1595	endogenous depression
NCT00214682	DB00200	Hydroxocobalamin	DOID:1595	endogenous depression
NCT00939718	DB00200	Hydroxocobalamin	DOID:1595	endogenous depression
NCT02507219	DB01050	Ibuprofen	DOID:1595	endogenous depression
NCT00000390	DB00458	Imipramine	DOID:1595	endogenous depression
NCT00296725	DB00458	Imipramine	DOID:1595	endogenous depression
NCT00296777	DB00458	Imipramine	DOID:1595	endogenous depression
NCT00404755	DB00458	Imipramine	DOID:1595	endogenous depression
NCT00693680	DB00458	Imipramine	DOID:1595	endogenous depression
NCT01305707	DB00458	Imipramine	DOID:1595	endogenous depression
NCT01896349	DB00458	Imipramine	DOID:1595	endogenous depression
NCT02615119	DB01064	Isoprenaline	DOID:1595	endogenous depression
NCT00088699	DB01221	Ketamine	DOID:1595	endogenous depression
NCT00419003	DB01221	Ketamine	DOID:1595	endogenous depression
NCT00548964	DB01221	Ketamine	DOID:1595	endogenous depression
NCT00646087	DB01221	Ketamine	DOID:1595	endogenous depression
NCT00768430	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01135758	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01179009	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01260649	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01304147	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01306760	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01309581	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01367119	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01551329	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01557712	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01558063	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01573741	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01582945	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01613820	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01627782	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01667926	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01680172	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01691092	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01700829	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01768767	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01809340	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01868802	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01880593	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01881763	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01920555	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01935115	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01945047	DB01221	Ketamine	DOID:1595	endogenous depression
NCT01957410	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02037503	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02048423	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02078817	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02094898	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02122562	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02165449	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02219867	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02267980	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02295787	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02360280	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02378415	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02401139	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02414932	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02418195	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02422303	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02429011	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02442739	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02461927	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02522377	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02544607	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02556606	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02577250	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02579642	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02579928	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02593643	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02610712	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02644629	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02659085	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02661061	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02734602	DB01221	Ketamine	DOID:1595	endogenous depression
NCT02752724	DB01221	Ketamine	DOID:1595	endogenous depression
NCT00719706	DB00583	L-Carnitine	DOID:1595	endogenous depression
NCT02744391	DB01235	L-DOPA	DOID:1595	endogenous depression
NCT00183469	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00284791	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00305578	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00419003	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00621842	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00652171	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00720473	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00901407	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00926835	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT01042496	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT01880957	DB00555	Lamotrigine	DOID:1595	endogenous depression
NCT00566150	DB01202	Levetiracetam	DOID:1595	endogenous depression
NCT00719706	DB00166	Lipoic Acid	DOID:1595	endogenous depression
NCT00276965	DB01356	Lithium	DOID:1595	endogenous depression
NCT00400088	DB01356	Lithium	DOID:1595	endogenous depression
NCT00520026	DB01356	Lithium	DOID:1595	endogenous depression
NCT00548964	DB01356	Lithium	DOID:1595	endogenous depression
NCT00602537	DB01356	Lithium	DOID:1595	endogenous depression
NCT00789854	DB01356	Lithium	DOID:1595	endogenous depression
NCT00868452	DB01356	Lithium	DOID:1595	endogenous depression
NCT00883493	DB01356	Lithium	DOID:1595	endogenous depression
NCT00927550	DB01356	Lithium	DOID:1595	endogenous depression
NCT01134731	DB01356	Lithium	DOID:1595	endogenous depression
NCT01189812	DB01356	Lithium	DOID:1595	endogenous depression
NCT01385709	DB01356	Lithium	DOID:1595	endogenous depression
NCT01416220	DB01356	Lithium	DOID:1595	endogenous depression
NCT01431573	DB01356	Lithium	DOID:1595	endogenous depression
NCT01768767	DB01356	Lithium	DOID:1595	endogenous depression
NCT01880593	DB01356	Lithium	DOID:1595	endogenous depression
NCT01880957	DB01356	Lithium	DOID:1595	endogenous depression
NCT01928446	DB01356	Lithium	DOID:1595	endogenous depression
NCT00513565	DB00186	Lorazepam	DOID:1595	endogenous depression
NCT01275144	DB00186	Lorazepam	DOID:1595	endogenous depression
NCT01305707	DB00186	Lorazepam	DOID:1595	endogenous depression
NCT02407704	DB00186	Lorazepam	DOID:1595	endogenous depression
NCT01597167	DB00653	Magnesium Sulfate	DOID:1595	endogenous depression
NCT02454322	DB00653	Magnesium Sulfate	DOID:1595	endogenous depression
NCT00319319	DB00657	Mecamylamine	DOID:1595	endogenous depression
NCT00563797	DB00657	Mecamylamine	DOID:1595	endogenous depression
NCT00593879	DB00657	Mecamylamine	DOID:1595	endogenous depression
NCT01463202	DB00603	Medroxyprogesterone Acetate	DOID:1595	endogenous depression
NCT00705003	DB01065	Melatonin	DOID:1595	endogenous depression
NCT01355523	DB01065	Melatonin	DOID:1595	endogenous depression
NCT01357083	DB01065	Melatonin	DOID:1595	endogenous depression
NCT02451293	DB01065	Melatonin	DOID:1595	endogenous depression
NCT00040261	DB01043	Memantine	DOID:1595	endogenous depression
NCT00183729	DB01043	Memantine	DOID:1595	endogenous depression
NCT00186498	DB01043	Memantine	DOID:1595	endogenous depression
NCT00305578	DB01043	Memantine	DOID:1595	endogenous depression
NCT00344682	DB01043	Memantine	DOID:1595	endogenous depression
NCT00368862	DB01043	Memantine	DOID:1595	endogenous depression
NCT00988663	DB01043	Memantine	DOID:1595	endogenous depression
NCT01392287	DB01043	Memantine	DOID:1595	endogenous depression
NCT01876823	DB01043	Memantine	DOID:1595	endogenous depression
NCT01902004	DB01043	Memantine	DOID:1595	endogenous depression
NCT01514630	DB01577	Methamphetamine	DOID:1595	endogenous depression
NCT01309581	DB00474	Methohexital	DOID:1595	endogenous depression
NCT01367119	DB00474	Methohexital	DOID:1595	endogenous depression
NCT01881763	DB00474	Methohexital	DOID:1595	endogenous depression
NCT01907217	DB00474	Methohexital	DOID:1595	endogenous depression
NCT02752724	DB00474	Methohexital	DOID:1595	endogenous depression
NCT00069927	DB00422	Methylphenidate	DOID:1595	endogenous depression
NCT00246233	DB00422	Methylphenidate	DOID:1595	endogenous depression
NCT00602290	DB00422	Methylphenidate	DOID:1595	endogenous depression
NCT00202462	DB06710	Methyltestosterone	DOID:1595	endogenous depression
NCT00286546	DB06710	Methyltestosterone	DOID:1595	endogenous depression
NCT00304746	DB06710	Methyltestosterone	DOID:1595	endogenous depression
NCT00676676	DB06710	Methyltestosterone	DOID:1595	endogenous depression
NCT00125554	DB01011	Metyrapone	DOID:1595	endogenous depression
NCT01375920	DB01011	Metyrapone	DOID:1595	endogenous depression
NCT00249444	DB06148	Mianserin	DOID:1595	endogenous depression
NCT00590863	DB06148	Mianserin	DOID:1595	endogenous depression
